descricaoEmpresaTI,descritivoSoftware,nomeEnte,codigoUnidade,nomeUnidade,descricaoTipoUnidade,Assunto,ultimoEnvio,ultimoanomes
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88243771,Descarte remessa: Fundo Municipal de Saúde de Ilhota ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:50:37.700,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88243207,Descarte remessa: Fundo Municipal de Saúde de Ilhota ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:48:34.067,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88244768,Descarte remessa: Fundo Municipal de Saúde de Ilhota ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:55:10.947,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88243719,Descarte remessa: Fundo Municipal de Saúde de Ilhota ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:50:17.027,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88243864,Descarte remessa: Fundo Municipal de Saúde de Ilhota ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:51:13.060,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88243573,Descarte remessa: Fundo Municipal de Saúde de Ilhota ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:49:39.243,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88243824,Descarte remessa: Fundo Municipal de Saúde de Ilhota ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:51:00.367,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88243501,Descarte remessa: Fundo Municipal de Saúde de Ilhota ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:49:21.957,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88202787,Descarte remessa: Fundo Municipal de Saúde de Imbuia ano/mês: 202504,Desenvolvimento UG,Execução Orçamentária,2025-06-03 10:14:51.507,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88208703,Descarte remessa: Fundo Municipal de Saúde de Imbuia ano/mês: 202504,Desenvolvimento UG,Execução Orçamentária,2025-06-03 10:45:29.133,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88239819,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:34:13.617,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88237923,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:23:01.063,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88237376,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:20:08.757,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88239879,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:34:23.553,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88239900,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:34:29.650,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88237309,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:19:43.760,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88239838,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:34:16.520,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88237654,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:21:27.753,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88237327,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:19:54.470,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88239808,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:34:12.030,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88237341,Descarte remessa: Fundo Municipal de Saúde de Ipumirim ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:19:59.333,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88189233,Descarte remessa: Fundo Municipal de Saúde de Iraceminha ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 09:19:10.250,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88240925,Descarte remessa: Fundo Municipal de Saúde de Lages ano/mês: 202501,Desenvolvimento UG,Registros Contábeis,2025-06-03 16:38:07.550,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87746474,Descarte remessa: Fundo Municipal de Saúde de Mondaí ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-27 20:08:56.897,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88016740,Descarte remessa: Fundo Municipal de Saúde de Mondaí ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-30 20:11:00.747,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87746458,Descarte remessa: Fundo Municipal de Saúde de Mondaí ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-27 20:08:55.043,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87746468,Descarte remessa: Fundo Municipal de Saúde de Mondaí ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-27 20:08:55.967,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88016454,Descarte remessa: Fundo Municipal de Saúde de Mondaí ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-30 20:09:52.710,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87746450,Descarte remessa: Fundo Municipal de Saúde de Mondaí ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-27 20:08:54.143,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88236327,Descarte remessa: Fundo Municipal de Saúde de Monte Castelo ano/mês: 202505,Desenvolvimento UG,Registros Contábeis,2025-06-03 16:11:15.883,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88219588,Descarte remessa: Fundo Municipal de Saúde de Monte Castelo ano/mês: 202505,Desenvolvimento UG,Registros Contábeis,2025-06-03 12:07:23.770,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88234314,Descarte remessa: Fundo Municipal de Saúde de Monte Castelo ano/mês: 202505,Desenvolvimento UG,Registros Contábeis,2025-06-03 15:47:40.387,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88228658,Descarte remessa: Fundo Municipal de Saúde de Monte Castelo ano/mês: 202505,Desenvolvimento UG,Registros Contábeis,2025-06-03 14:54:17.927,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88243067,Descarte remessa: Fundo Municipal de Saúde de Monte Castelo ano/mês: 202505,Desenvolvimento UG,Registros Contábeis,2025-06-03 16:48:08.877,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88225929,Descarte remessa: Fundo Municipal de Saúde de Nova Trento ano/mês: 202506,Desenvolvimento UG,Licitações,2025-06-03 14:10:50.010,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-85733174,Descarte remessa: Fundo Municipal de Saúde de Orleans ano/mês: 202504,Desenvolvimento UG,Execução Orçamentária,2025-04-28 23:02:01.360,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-85732531,Descarte remessa: Fundo Municipal de Saúde de Orleans ano/mês: 202504,Desenvolvimento UG,Execução Orçamentária,2025-04-28 23:01:01.723,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212052,Descarte remessa: Fundo Municipal de Saúde de Otacílio Costa ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 11:08:14.383,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213355,Descarte remessa: Fundo Municipal de Saúde de Otacílio Costa ano/mês: 202506,Desenvolvimento UG,Licitações,2025-06-03 11:23:38.697,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88179188,Descarte remessa: Fundo Municipal de Saúde de Palmitos ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 07:51:05.420,0
Betha Sistemas,Atos Juridicos,teste,-88236384,Descarte remessa: Fundo Municipal de Saúde de Pedras Grandes ano/mês: 202202,Desenvolvimento UG,Convênios,2025-06-03 16:11:52.210,0
Betha Sistemas,SAPO,teste,-88184791,Descarte remessa: Fundo Municipal de Saúde de Pedras Grandes ano/mês: 202501,Desenvolvimento UG,Registros Contábeis,2025-06-03 08:45:45.083,0
Betha Sistemas,SAPO,teste,-88221502,Descarte remessa: Fundo Municipal de Saúde de Pedras Grandes ano/mês: 202501,Desenvolvimento UG,Registros Contábeis,2025-06-03 12:55:21.150,0
Betha Sistemas,SAPO,teste,-88178878,Descarte remessa: Fundo Municipal de Saúde de Pedras Grandes ano/mês: 202501,Desenvolvimento UG,Registros Contábeis,2025-06-03 07:40:48.527,0
Betha Sistemas,SAPO,teste,-88224029,Descarte remessa: Fundo Municipal de Saúde de Pedras Grandes ano/mês: 202501,Desenvolvimento UG,Registros Contábeis,2025-06-03 13:39:24.930,0
Betha Sistemas,SAPO,teste,-88236012,Descarte remessa: Fundo Municipal de Saúde de Pedras Grandes ano/mês: 202501,Desenvolvimento UG,Registros Contábeis,2025-06-03 16:06:34.140,0
Betha Sistemas,SAPO,teste,-88225806,Descarte remessa: Fundo Municipal de Saúde de Pedras Grandes ano/mês: 202502,Desenvolvimento UG,Registros Contábeis,2025-06-03 14:08:25.037,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87859893,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-05-29 08:39:57.050,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87859887,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-05-29 08:39:22.367,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88223900,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-06-03 13:37:39.510,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87859900,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-05-29 08:40:17.363,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88223902,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-06-03 13:37:42.400,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87859888,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-05-29 08:39:24.610,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88223906,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-06-03 13:37:45.917,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87859892,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-05-29 08:39:56.080,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87859886,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-05-29 08:39:20.263,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87859896,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-05-29 08:40:10.423,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87859891,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-05-29 08:39:55.060,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87859903,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Execução Orçamentária,2025-05-29 08:40:24.113,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88225005,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202501,Desenvolvimento UG,Registros Contábeis,2025-06-03 13:48:24.693,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88061956,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:42:13.877,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88226730,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-03 14:25:22.967,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88061924,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:41:57.027,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88062002,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:42:40.103,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88062028,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:42:49.777,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88062053,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:43:01.417,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88062063,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:43:04.687,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88231340,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-03 15:17:08.057,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88061960,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:42:14.847,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88061964,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:42:18.427,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88061950,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:42:12.017,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88062024,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:42:47.750,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88061927,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:41:58.493,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88062060,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:43:03.860,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88061928,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:41:59.313,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88062021,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:42:47.003,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88061962,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Execução Orçamentária,2025-06-02 08:42:17.607,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88236573,Descarte remessa: Fundo Municipal de Saúde de Pouso Redondo ano/mês: 202502,Desenvolvimento UG,Registros Contábeis,2025-06-03 16:13:35.327,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88225920,Descarte remessa: Fundo Municipal de Saúde de Quilombo ano/mês: 202505,Desenvolvimento UG,Registros Contábeis,2025-06-03 14:10:38.570,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88225738,Descarte remessa: Fundo Municipal de Saúde de Quilombo ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 14:06:33.297,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88234437,Descarte remessa: Fundo Municipal de Saúde de Quilombo ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 15:49:14.077,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212827,Descarte remessa: Fundo Municipal de Saúde de Rio Rufino ano/mês: 202502,Desenvolvimento UG,Contratos,2025-06-03 11:16:55.350,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88230133,Descarte remessa: Fundo Municipal de Saúde de Rio Rufino ano/mês: 202503,Desenvolvimento UG,Registros Contábeis,2025-06-03 15:07:54.460,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88244280,Descarte remessa: Fundo Municipal de Saúde de Rio Rufino ano/mês: 202503,Desenvolvimento UG,Registros Contábeis,2025-06-03 16:53:29.927,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88233900,Descarte remessa: Fundo Municipal de Saúde de Rio Rufino ano/mês: 202503,Desenvolvimento UG,Registros Contábeis,2025-06-03 15:44:48.673,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88199395,Descarte remessa: Fundo Municipal de Saúde de Santa Cecília ano/mês: 202103,Desenvolvimento UG,Contratos,2025-06-03 09:55:50.467,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212322,Descarte remessa: Fundo Municipal de Saúde de Santa Cecília ano/mês: 202503,Desenvolvimento UG,Contratos,2025-06-03 11:12:43.203,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212966,Descarte remessa: Fundo Municipal de Saúde de Santa Cecília ano/mês: 202503,Desenvolvimento UG,Contratos,2025-06-03 11:19:04.290,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88237197,Descarte remessa: Fundo Municipal de Saúde de Santa Cecília ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:18:35.943,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88237160,Descarte remessa: Fundo Municipal de Saúde de Santa Cecília ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:18:17.087,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88237218,Descarte remessa: Fundo Municipal de Saúde de Santa Cecília ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:18:45.440,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88237188,Descarte remessa: Fundo Municipal de Saúde de Santa Cecília ano/mês: 202503,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:18:32.150,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88242434,Descarte remessa: Fundo Municipal de Saúde de Santo Amaro da Imperatriz ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 16:45:01.927,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88245007,Descarte remessa: Fundo Municipal de Saúde de Santo Amaro da Imperatriz ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 16:56:32.370,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88242044,Descarte remessa: Fundo Municipal de Saúde de Santo Amaro da Imperatriz ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 16:41:57.910,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88243961,Descarte remessa: Fundo Municipal de Saúde de Santo Amaro da Imperatriz ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 16:51:51.390,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88246890,Descarte remessa: Fundo Municipal de Saúde de Santo Amaro da Imperatriz ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 17:05:12.543,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88246251,Descarte remessa: Fundo Municipal de Saúde de Santo Amaro da Imperatriz ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 17:02:14.607,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88240474,Descarte remessa: Fundo Municipal de Saúde de Santo Amaro da Imperatriz ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 16:36:24.367,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88241164,Descarte remessa: Fundo Municipal de Saúde de Santo Amaro da Imperatriz ano/mês: 202506,Desenvolvimento UG,Contratos,2025-06-03 16:39:22.523,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87461853,Descarte remessa: Fundo Municipal de Saúde de São João do Oeste ano/mês: 202505,Desenvolvimento UG,Licitações,2025-05-23 13:53:26.483,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87461850,Descarte remessa: Fundo Municipal de Saúde de São João do Oeste ano/mês: 202505,Desenvolvimento UG,Licitações,2025-05-23 13:53:15.227,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87461861,Descarte remessa: Fundo Municipal de Saúde de São João do Oeste ano/mês: 202505,Desenvolvimento UG,Licitações,2025-05-23 13:53:28.013,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87461852,Descarte remessa: Fundo Municipal de Saúde de São João do Oeste ano/mês: 202505,Desenvolvimento UG,Licitações,2025-05-23 13:53:25.703,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-87461857,Descarte remessa: Fundo Municipal de Saúde de São João do Oeste ano/mês: 202505,Desenvolvimento UG,Licitações,2025-05-23 13:53:27.260,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88214419,Descarte remessa: Fundo Municipal de Saúde de São João do Oeste ano/mês: 202506,Desenvolvimento UG,Licitações,2025-06-03 11:27:05.600,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88214426,Descarte remessa: Fundo Municipal de Saúde de São João do Oeste ano/mês: 202506,Desenvolvimento UG,Licitações,2025-06-03 11:27:06.403,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88214416,Descarte remessa: Fundo Municipal de Saúde de São João do Oeste ano/mês: 202506,Desenvolvimento UG,Licitações,2025-06-03 11:27:04.803,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88214353,Descarte remessa: Fundo Municipal de Saúde de São João do Oeste ano/mês: 202506,Desenvolvimento UG,Licitações,2025-06-03 11:26:53.713,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88214430,Descarte remessa: Fundo Municipal de Saúde de São João do Oeste ano/mês: 202506,Desenvolvimento UG,Licitações,2025-06-03 11:27:07.657,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-86693763,Descarte remessa: Fundo Municipal de Saúde de São Lourenço do Oeste ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-12 19:01:50.660,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-86571366,Descarte remessa: Fundo Municipal de Saúde de São Lourenço do Oeste ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-09 19:01:34.233,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88244150,Descarte remessa: Fundo Municipal de Saúde de São Lourenço do Oeste ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-06-03 16:52:38.893,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-86693749,Descarte remessa: Fundo Municipal de Saúde de São Lourenço do Oeste ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-12 19:01:46.883,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-86492473,Descarte remessa: Fundo Municipal de Saúde de São Lourenço do Oeste ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-08 19:02:27.343,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-86693492,Descarte remessa: Fundo Municipal de Saúde de São Lourenço do Oeste ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-12 19:01:12.480,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-86693488,Descarte remessa: Fundo Municipal de Saúde de São Lourenço do Oeste ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-12 19:01:11.290,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-86786014,Descarte remessa: Fundo Municipal de Saúde de São Lourenço do Oeste ano/mês: 202505,Desenvolvimento UG,Execução Orçamentária,2025-05-13 19:06:36.847,0
